#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000193875.2	PRJNA30105	SAMN02393770	ABWY00000000.1	na	543540	1280	Staphylococcus aureus subsp. aureus CGS03	strain=CGS03		latest	Contig	Major	Full	2010/12/16	ASM19387v2	Center for Genomic Sciences, Allegheny-Singer Research Institute	GCF_000193875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/875/GCA_000193875.2_ASM19387v2		
GCA_000204665.1	PRJNA65323	SAMN02603905		na	1006543	1280	Staphylococcus aureus subsp. aureus T0131	strain=T0131		latest	Complete Genome	Major	Full	2011/04/19	ASM20466v1	TEDA School of Biological Sciences and Biotechnology, Nankai University	GCF_000204665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/665/GCA_000204665.1_ASM20466v1		
GCA_000205345.2	PRJNA53603	SAMN02436549	AFEE00000000.1	na	904725	1280	Staphylococcus aureus subsp. aureus 21189	strain=21189		latest	Contig	Major	Full	2011/04/20	ASM20534v2	J. Craig Venter Institute	GCF_000205345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/205/345/GCA_000205345.2_ASM20534v2		
GCA_000205365.2	PRJNA53599	SAMN02436469	AFEF00000000.1	na	904723	1280	Staphylococcus aureus subsp. aureus 21172	strain=21172		latest	Contig	Major	Full	2011/04/20	ASM20536v2	J. Craig Venter Institute	GCF_000205365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/205/365/GCA_000205365.2_ASM20536v2		
GCA_000205385.2	PRJNA53605	SAMN02436550	AFEG00000000.1	na	904726	1280	Staphylococcus aureus subsp. aureus 21193	strain=21193		latest	Contig	Major	Full	2011/04/20	ASM20538v2	J. Craig Venter Institute	GCF_000205385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/205/385/GCA_000205385.2_ASM20538v2		
GCA_000208695.1	PRJDA53963	SAMD00036546	BABZ00000000.1	na	908247	1280	Staphylococcus aureus 16K	strain=16K		latest	Contig	Major	Full	2011/01/18	ASM20869v1	Division of Bacteriology, Department of Infectious Disease Control and International Medicine, Niigata University Graduate School of Medical and Dental Sciences	GCF_000208695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/695/GCA_000208695.1_ASM20869v1		
GCA_000210315.1	PRJNA41277	SAMN02604166		na	685039	1280	Staphylococcus aureus subsp. aureus ED133	strain=ED133		latest	Complete Genome	Major	Full	2010/06/21	ASM21031v1	University of Edinburgh	GCF_000210315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/315/GCA_000210315.1_ASM21031v1		
GCA_000212435.2	PRJNA66527	SAMN02469730	AFGU00000000.1	na	561307	1280	Staphylococcus aureus subsp. aureus RN4220	strain=RN4220		latest	Contig	Major	Full	2011/05/05	ASM21243v2	Dartmouth Medical School	GCF_000212435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/435/GCA_000212435.2_ASM21243v2		
GCA_000215405.2	PRJNA53671	SAMN00116885	AFNO00000000.1	na	904759	1280	Staphylococcus aureus subsp. aureus 21305	strain=21305		latest	Contig	Major	Full	2011/05/27	ASM21540v2	J. Craig Venter Institute	GCF_000215405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/405/GCA_000215405.2_ASM21540v2		
GCA_000215425.2	PRJNA53673	SAMN00116888	AFNP00000000.1	na	904760	1280	Staphylococcus aureus subsp. aureus 21310	strain=21310		latest	Contig	Major	Full	2011/05/27	ASM21542v2	J. Craig Venter Institute	GCF_000215425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/425/GCA_000215425.2_ASM21542v2		
GCA_000215445.2	PRJNA53679	SAMN00116886	AFNQ00000000.1	na	904763	1280	Staphylococcus aureus subsp. aureus 21318	strain=21318		latest	Contig	Major	Full	2011/05/27	ASM21544v2	J. Craig Venter Institute	GCF_000215445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/445/GCA_000215445.2_ASM21544v2		
GCA_000221725.2	PRJNA53629	SAMN00116863	AFTQ00000000.1	na	904738	1280	Staphylococcus aureus subsp. aureus 21235	strain=21235		latest	Contig	Major	Full	2011/07/27	ASM22172v2	J. Craig Venter Institute	GCF_000221725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/725/GCA_000221725.2_ASM22172v2		
GCA_000221745.2	PRJNA53651	SAMN00116894	AFTU00000000.1	na	904749	1280	Staphylococcus aureus subsp. aureus 21269	strain=21269		latest	Contig	Major	Full	2011/07/27	ASM22174v2	J. Craig Venter Institute	GCF_000221745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/745/GCA_000221745.2_ASM22174v2		
GCA_000221765.2	PRJNA53647	SAMN00116895	AFTT00000000.1	na	904747	1280	Staphylococcus aureus subsp. aureus 21266	strain=21266		latest	Contig	Major	Full	2011/07/27	ASM22176v2	J. Craig Venter Institute	GCF_000221765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/765/GCA_000221765.2_ASM22176v2		
GCA_000221785.2	PRJNA53641	SAMN00116892	AFTS00000000.1	na	904744	1280	Staphylococcus aureus subsp. aureus 21259	strain=21259		latest	Contig	Major	Full	2011/07/27	ASM22178v2	J. Craig Venter Institute	GCF_000221785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/785/GCA_000221785.2_ASM22178v2		
GCA_000221805.2	PRJNA53615	SAMN00116864	AFTO00000000.1	na	904731	1280	Staphylococcus aureus subsp. aureus 21201	strain=21201		latest	Contig	Major	Full	2011/07/27	ASM22180v2	J. Craig Venter Institute	GCF_000221805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/805/GCA_000221805.2_ASM22180v2		
GCA_000221825.2	PRJNA53613	SAMN02436338	AFTN00000000.1	na	904730	1280	Staphylococcus aureus subsp. aureus 21200	strain=21200		latest	Contig	Major	Full	2011/07/27	ASM22182v2	J. Craig Venter Institute	GCF_000221825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/825/GCA_000221825.2_ASM22182v2		
GCA_000221845.2	PRJNA53609	SAMN02436337	AFTM00000000.1	na	904728	1280	Staphylococcus aureus subsp. aureus 21195	strain=21195		latest	Contig	Major	Full	2011/07/27	ASM22184v2	J. Craig Venter Institute	GCF_000221845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/845/GCA_000221845.2_ASM22184v2		
GCA_000237125.3	PRJNA78007	SAMN02603643		na	1118959	1280	Staphylococcus aureus subsp. aureus M013	strain=M013		latest	Complete Genome	Major	Full	2019/05/15	ASM23712v3	National Health Research Institutes	GCF_000237125.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/125/GCA_000237125.3_ASM23712v3		
GCA_000237265.1	PRJEA62883	SAMEA2272771		na	985006	1280	Staphylococcus aureus subsp. aureus LGA251	strain=LGA251		latest	Complete Genome	Major	Full	2011/08/23	ASM23726v1	The Wellcome Trust Sanger Institute	GCF_000237265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/265/GCA_000237265.1_ASM23726v1		
GCA_000239235.1	PRJNA78269	SAMN02603886		na	1123523	1280	Staphylococcus aureus subsp. aureus 11819-97	strain=11819-97		latest	Complete Genome	Major	Full	2011/12/21	ASM23923v1	Statens Serum Institut	GCF_000239235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/235/GCA_000239235.1_ASM23923v1		
GCA_000239535.2	PRJNA53607	SAMN02436511	AGTU00000000.1	na	904727	1280	Staphylococcus aureus subsp. aureus 21194	strain=21194		latest	Contig	Major	Full	2011/12/22	ASM23953v2	J. Craig Venter Institute	GCF_000239535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/535/GCA_000239535.2_ASM23953v2		
GCA_000239555.2	PRJNA53685	SAMN00116844	AGTV00000000.1	na	904766	1280	Staphylococcus aureus subsp. aureus 21331	strain=21331		latest	Contig	Major	Full	2011/12/22	ASM23955v2	J. Craig Venter Institute	GCF_000239555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/555/GCA_000239555.2_ASM23955v2		
GCA_000239575.2	PRJNA53689	SAMN00116845	AGTW00000000.1	na	904768	1280	Staphylococcus aureus subsp. aureus 21334	strain=21334		latest	Contig	Major	Full	2011/12/22	ASM23957v2	J. Craig Venter Institute	GCF_000239575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/575/GCA_000239575.2_ASM23957v2		
GCA_000239595.2	PRJNA53695	SAMN00116872	AGTX00000000.1	na	904771	1280	Staphylococcus aureus subsp. aureus 21340	strain=21340		latest	Contig	Major	Full	2011/12/22	ASM23959v2	J. Craig Venter Institute	GCF_000239595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/595/GCA_000239595.2_ASM23959v2		
GCA_000239615.2	PRJNA53627	SAMN00116881	AGTY00000000.1	na	904737	1280	Staphylococcus aureus subsp. aureus 21232	strain=21232		latest	Contig	Major	Full	2011/12/22	ASM23961v2	J. Craig Venter Institute	GCF_000239615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/615/GCA_000239615.2_ASM23961v2		
GCA_000239635.2	PRJNA53601	SAMN02436364	AGRN00000000.1	na	904724	1280	Staphylococcus aureus subsp. aureus 21178	strain=21178		latest	Contig	Major	Full	2011/12/21	ASM23963v2	J. Craig Venter Institute	GCF_000239635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/635/GCA_000239635.2_ASM23963v2		
GCA_000239655.2	PRJNA53617	SAMN00116869	AGRO00000000.1	na	904732	1280	Staphylococcus aureus subsp. aureus 21202	strain=21202		latest	Contig	Major	Full	2011/12/21	ASM23965v2	J. Craig Venter Institute	GCF_000239655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/655/GCA_000239655.2_ASM23965v2		
GCA_000239675.2	PRJNA53623	SAMN00116848	AGRP00000000.1	na	904735	1280	Staphylococcus aureus subsp. aureus 21209	strain=21209		latest	Contig	Major	Full	2011/12/21	ASM23967v2	J. Craig Venter Institute	GCF_000239675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/675/GCA_000239675.2_ASM23967v2		
GCA_000242475.2	PRJNA53639	SAMN00116884	AHJV00000000.1	na	904743	1280	Staphylococcus aureus subsp. aureus 21252	strain=21252		latest	Contig	Major	Full	2012/01/12	ASM24247v2	J. Craig Venter Institute	GCF_000242475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/475/GCA_000242475.2_ASM24247v2		
GCA_000242495.2	PRJNA53643	SAMN00116870	AHJW00000000.1	na	904745	1280	Staphylococcus aureus subsp. aureus 21262	strain=21262		latest	Contig	Major	Full	2012/01/12	ASM24249v2	J. Craig Venter Institute	GCF_000242495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/495/GCA_000242495.2_ASM24249v2		
GCA_000242515.2	PRJNA53645	SAMN00116893	AHJX00000000.1	na	904746	1280	Staphylococcus aureus subsp. aureus 21264	strain=21264		latest	Contig	Major	Full	2012/01/12	ASM24251v2	J. Craig Venter Institute	GCF_000242515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/515/GCA_000242515.2_ASM24251v2		
GCA_000242535.2	PRJNA53653	SAMN00116882	AHJY00000000.1	na	904750	1280	Staphylococcus aureus subsp. aureus 21272	strain=21272		latest	Contig	Major	Full	2012/01/12	ASM24253v2	J. Craig Venter Institute	GCF_000242535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/535/GCA_000242535.2_ASM24253v2		
GCA_000242555.2	PRJNA53661	SAMN00117448	AHJZ00000000.1	na	904754	1280	Staphylococcus aureus subsp. aureus 21283	strain=21283		latest	Contig	Major	Full	2012/01/12	ASM24255v2	J. Craig Venter Institute	GCF_000242555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/555/GCA_000242555.2_ASM24255v2		
GCA_000242575.2	PRJNA53687	SAMN00116858	AHKA00000000.1	na	904767	1280	Staphylococcus aureus subsp. aureus 21333	strain=21333		latest	Contig	Major	Full	2012/01/12	ASM24257v2	J. Craig Venter Institute	GCF_000242575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/575/GCA_000242575.2_ASM24257v2		
GCA_000245495.1	PRJNA66591	SAMN02603393		na	1028799	1280	Staphylococcus aureus subsp. aureus VC40	strain=VC40		latest	Complete Genome	Major	Full	2012/02/01	ASM24549v1	Institute of Medical Microbiology, Immunology and Parasitology (IMMIP), University of Bonn, Sigmund-Freud-Str. 25, 53105 Bonn, Germany	GCF_000245495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/495/GCA_000245495.1_ASM24549v1	abnormal gene to sequence ratio ; missing ribosomal protein genes ; missing tRNA genes	
GCA_000245575.2	PRJNA53697	SAMN00117467	AHKU00000000.1	na	904772	1280	Staphylococcus aureus subsp. aureus 21342	strain=21342		latest	Contig	Major	Full	2012/02/01	ASM24557v2	J. Craig Venter Institute	GCF_000245575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/575/GCA_000245575.2_ASM24557v2		
GCA_000245595.2	PRJNA53699	SAMN00116875	AHKV00000000.1	na	904773	1280	Staphylococcus aureus subsp. aureus 21343	strain=21343		latest	Contig	Major	Full	2012/02/01	ASM24559v2	J. Craig Venter Institute	GCF_000245595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/595/GCA_000245595.2_ASM24559v2		
GCA_000245615.2	PRJNA53701	SAMN00117461	AHKW00000000.1	na	904774	1280	Staphylococcus aureus subsp. aureus 21345	strain=21345		latest	Contig	Major	Full	2012/02/01	ASM24561v2	J. Craig Venter Institute	GCF_000245615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/615/GCA_000245615.2_ASM24561v2		
GCA_000247255.2	PRJNA53787	SAMN00138232	AHLM00000000.1	na	904776	1280	Staphylococcus aureus subsp. aureus IS-24	strain=IS-24		latest	Contig	Major	Full	2012/02/08	ASM24725v2	J. Craig Venter Institute	GCF_000247255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/255/GCA_000247255.2_ASM24725v2		
GCA_000247275.2	PRJNA53785	SAMN02436431	AHLL00000000.1	na	904775	1280	Staphylococcus aureus subsp. aureus IS-3	strain=IS-3		latest	Contig	Major	Full	2012/02/08	ASM24727v2	J. Craig Venter Institute	GCF_000247275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/275/GCA_000247275.2_ASM24727v2		
GCA_000247295.2	PRJNA53795	SAMN02436510	AHLQ00000000.1	na	904780	1280	Staphylococcus aureus subsp. aureus IS-99	strain=IS-99		latest	Contig	Major	Full	2012/02/08	ASM24729v2	J. Craig Venter Institute	GCF_000247295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/295/GCA_000247295.2_ASM24729v2		
GCA_000247315.2	PRJNA53789	SAMN00189686	AHLN00000000.1	na	904777	1280	Staphylococcus aureus subsp. aureus IS-55	strain=IS-55		latest	Contig	Major	Full	2012/02/08	ASM24731v2	J. Craig Venter Institute	GCF_000247315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/315/GCA_000247315.2_ASM24731v2		
GCA_000247335.2	PRJNA53793	SAMN02436367	AHLP00000000.1	na	904779	1280	Staphylococcus aureus subsp. aureus IS-91	strain=IS-91		latest	Contig	Major	Full	2012/02/08	ASM24733v2	J. Craig Venter Institute	GCF_000247335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/335/GCA_000247335.2_ASM24733v2		
GCA_000247355.2	PRJNA53791	SAMN02436366	AHLO00000000.1	na	904778	1280	Staphylococcus aureus subsp. aureus IS-88	strain=IS-88		latest	Contig	Major	Full	2012/02/08	ASM24735v2	J. Craig Venter Institute	GCF_000247355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/355/GCA_000247355.2_ASM24735v2		
GCA_000247375.2	PRJNA53797	SAMN00189691	AHLR00000000.1	na	904781	1280	Staphylococcus aureus subsp. aureus IS-105	strain=IS-105		latest	Contig	Major	Full	2012/02/08	ASM24737v2	J. Craig Venter Institute	GCF_000247375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/375/GCA_000247375.2_ASM24737v2		
GCA_000247395.2	PRJNA53799	SAMN00189692	AHLS00000000.1	na	904782	1280	Staphylococcus aureus subsp. aureus IS-111	strain=IS-111		latest	Contig	Major	Full	2012/02/08	ASM24739v2	J. Craig Venter Institute	GCF_000247395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/395/GCA_000247395.2_ASM24739v2		
GCA_000247415.2	PRJNA53801	SAMN00189693	AHLT00000000.1	na	904783	1280	Staphylococcus aureus subsp. aureus IS-122	strain=IS-122		latest	Contig	Major	Full	2012/02/08	ASM24741v2	J. Craig Venter Institute	GCF_000247415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/415/GCA_000247415.2_ASM24741v2		
GCA_000248475.2	PRJNA60651	SAMN02435806	AHVK00000000.1	na	931432	1280	Staphylococcus aureus subsp. aureus CIG1057	strain=CIG1057		latest	Contig	Major	Full	2012/02/22	ASM24847v2	University of Maryland	GCF_000248475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/475/GCA_000248475.2_ASM24847v2		
GCA_000248495.2	PRJNA60653	SAMN00627112	AHKD00000000.1	na	931433	1280	Staphylococcus aureus subsp. aureus CIG1114	strain=CIG1114		latest	Contig	Major	Full	2012/02/22	ASM24849v2	University of Maryland	GCF_000248495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/495/GCA_000248495.2_ASM24849v2		
GCA_000248515.2	PRJNA60655	SAMN00627114	AHVE00000000.1	na	931434	1280	Staphylococcus aureus subsp. aureus CIG1165	strain=CIG1165		latest	Contig	Major	Full	2012/02/22	ASM24851v2	University of Maryland	GCF_000248515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/515/GCA_000248515.2_ASM24851v2		
GCA_000248535.2	PRJNA60657	SAMN00627117	AHVM00000000.1	na	931435	1280	Staphylococcus aureus subsp. aureus CIG1214	strain=CIG1214		latest	Contig	Major	Full	2012/02/22	ASM24853v2	University of Maryland	GCF_000248535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/535/GCA_000248535.2_ASM24853v2		
GCA_000248555.3	PRJNA60659	SAMN00627119	AIEO00000000.1	na	931436	1280	Staphylococcus aureus subsp. aureus CIG1242	strain=CIG1242		latest	Contig	Minor	Full	2012/02/22	ASM24855v3	University of Maryland	GCF_000248555.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/555/GCA_000248555.3_ASM24855v3		
GCA_000248575.2	PRJNA60661	SAMN00627545	AIEP00000000.1	na	931437	1280	Staphylococcus aureus subsp. aureus CIG1500	strain=CIG1500		latest	Contig	Major	Full	2012/02/22	ASM24857v2	University of Maryland	GCF_000248575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/575/GCA_000248575.2_ASM24857v2		
GCA_000248595.2	PRJNA60663	SAMN00627547	AHKE00000000.1	na	931438	1280	Staphylococcus aureus subsp. aureus CIG1605	strain=CIG1605		latest	Contig	Major	Full	2012/02/22	ASM24859v2	University of Maryland	GCF_000248595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/595/GCA_000248595.2_ASM24859v2		
GCA_000248615.2	PRJNA60665	SAMN00672560	AHVX00000000.1	na	931439	1280	Staphylococcus aureus subsp. aureus CIG1750	strain=CIG1750		latest	Contig	Major	Full	2012/02/22	ASM24861v2	University of Maryland	GCF_000248615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/615/GCA_000248615.2_ASM24861v2		
GCA_000248635.2	PRJNA60667	SAMN00627548	AHVG00000000.1	na	931440	1280	Staphylococcus aureus subsp. aureus CIG1769	strain=CIG1769		latest	Contig	Major	Full	2012/02/22	ASM24863v2	University of Maryland	GCF_000248635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/635/GCA_000248635.2_ASM24863v2		
GCA_000248655.2	PRJNA60669	SAMN00627551	AIEQ00000000.1	na	931441	1280	Staphylococcus aureus subsp. aureus CIG1835	strain=CIG1835		latest	Contig	Major	Full	2012/02/22	ASM24865v2	University of Maryland	GCF_000248655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/655/GCA_000248655.2_ASM24865v2		
GCA_000248675.2	PRJNA60671	SAMN00627563	AHVQ00000000.1	na	931442	1280	Staphylococcus aureus subsp. aureus CIG547	strain=CIG547		latest	Contig	Major	Full	2012/02/22	ASM24867v2	University of Maryland	GCF_000248675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/675/GCA_000248675.2_ASM24867v2		
GCA_000248695.2	PRJNA60673	SAMN02435805	AIER00000000.1	na	931443	1280	Staphylococcus aureus subsp. aureus CIG1096	strain=CIG1096		latest	Contig	Major	Full	2012/02/22	ASM24869v2	University of Maryland	GCF_000248695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/695/GCA_000248695.2_ASM24869v2		
GCA_000248715.2	PRJNA60675	SAMN00627113	AHVH00000000.1	na	931444	1280	Staphylococcus aureus subsp. aureus CIG1150	strain=CIG1150		latest	Contig	Major	Full	2012/02/22	ASM24871v2	University of Maryland	GCF_000248715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/715/GCA_000248715.2_ASM24871v2		
GCA_000248735.2	PRJNA60677	SAMN00627115	AHVJ00000000.1	na	931445	1280	Staphylococcus aureus subsp. aureus CIG1176	strain=CIG1176		latest	Contig	Major	Full	2012/02/22	ASM24873v2	University of Maryland	GCF_000248735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/735/GCA_000248735.2_ASM24873v2		
GCA_000248755.2	PRJNA60679	SAMN00627116	AHVF00000000.1	na	931446	1280	Staphylococcus aureus subsp. aureus CIG1213	strain=CIG1213		latest	Contig	Major	Full	2012/02/22	ASM24875v2	University of Maryland	GCF_000248755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/755/GCA_000248755.2_ASM24875v2		
GCA_000248775.2	PRJNA60681	SAMN00627118	AHVU00000000.1	na	931447	1280	Staphylococcus aureus subsp. aureus CIG1233	strain=CIG1233		latest	Contig	Major	Full	2012/02/22	ASM24877v2	University of Maryland	GCF_000248775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/775/GCA_000248775.2_ASM24877v2		
GCA_000248795.2	PRJNA60683	SAMN00627592	AHVW00000000.1	na	931448	1280	Staphylococcus aureus subsp. aureus CIG1612	strain=CIG1612		latest	Contig	Major	Full	2012/02/22	ASM24879v2	University of Maryland	GCF_000248795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/795/GCA_000248795.2_ASM24879v2		
GCA_000248815.2	PRJNA60685	SAMN00672571	AHVN00000000.1	na	931449	1280	Staphylococcus aureus subsp. aureus CIG1770	strain=CIG1770		latest	Contig	Major	Full	2012/02/22	ASM24881v2	University of Maryland	GCF_000248815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/815/GCA_000248815.2_ASM24881v2		
GCA_000248835.2	PRJNA60687	SAMN00678219	AHVV00000000.1	na	931450	1280	Staphylococcus aureus subsp. aureus CIG2018	strain=CIG2018		latest	Contig	Major	Full	2012/02/22	ASM24883v2	University of Maryland	GCF_000248835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/835/GCA_000248835.2_ASM24883v2		
GCA_000248855.2	PRJNA60689	SAMN00627552	AIES00000000.1	na	931451	1280	Staphylococcus aureus subsp. aureus CIG290	strain=CIG290		latest	Contig	Major	Full	2012/02/22	ASM24885v2	University of Maryland	GCF_000248855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/855/GCA_000248855.2_ASM24885v2		
GCA_000248875.2	PRJNA60691	SAMN00627120	AHVS00000000.1	na	931452	1280	Staphylococcus aureus subsp. aureus CIG1267	strain=CIG1267		latest	Contig	Major	Full	2012/02/22	ASM24887v2	University of Maryland	GCF_000248875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/875/GCA_000248875.2_ASM24887v2		
GCA_000248895.2	PRJNA60693	SAMN00627544	AHVP00000000.1	na	931453	1280	Staphylococcus aureus subsp. aureus CIG149	strain=CIG149		latest	Contig	Major	Full	2012/02/22	ASM24889v2	University of Maryland	GCF_000248895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/895/GCA_000248895.2_ASM24889v2		
GCA_000248915.2	PRJNA60695	SAMN00627546	AHVI00000000.1	na	931454	1280	Staphylococcus aureus subsp. aureus CIG1524	strain=CIG1524		latest	Contig	Major	Full	2012/02/22	ASM24891v2	University of Maryland	GCF_000248915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/915/GCA_000248915.2_ASM24891v2		
